Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Month Name,Day Name,age group
500,3/1/2023,CUST500,Female,60,Beauty,4,25,100,March,Wednesday,55-64
501,5/14/2023,CUST501,Male,39,Electronics,2,30,60,May,Sunday,35-44
502,4/2/2023,CUST502,Male,43,Electronics,3,50,150,April,Sunday,35-44
503,10/25/2023,CUST503,Male,45,Beauty,4,500,2000,October,Wednesday,45-54
504,5/16/2023,CUST504,Female,38,Beauty,3,50,150,May,Tuesday,35-44
505,1/20/2023,CUST505,Male,24,Beauty,1,50,50,January,Friday,18-24
506,2/25/2023,CUST506,Male,34,Beauty,3,500,1500,February,Saturday,25-34
507,11/2/2023,CUST507,Female,37,Electronics,3,500,1500,November,Thursday,35-44
508,8/11/2023,CUST508,Male,58,Beauty,2,300,600,August,Friday,55-64
509,6/26/2023,CUST509,Female,37,Electronics,3,300,900,June,Monday,35-44
510,6/10/2023,CUST510,Female,39,Beauty,4,50,200,June,Saturday,35-44
511,8/12/2023,CUST511,Male,45,Beauty,2,50,100,August,Saturday,45-54
512,11/7/2023,CUST512,Female,57,Beauty,1,25,25,November,Tuesday,55-64
513,9/19/2023,CUST513,Male,24,Electronics,4,25,100,September,Tuesday,18-24
514,3/1/2023,CUST514,Female,18,Electronics,1,300,300,March,Wednesday,18-24
515,7/17/2023,CUST515,Female,49,Clothing,3,300,900,July,Monday,45-54
516,10/23/2023,CUST516,Male,30,Beauty,4,25,100,October,Monday,25-34
517,4/8/2023,CUST517,Female,47,Clothing,4,25,100,April,Saturday,45-54
518,5/11/2023,CUST518,Female,40,Clothing,1,30,30,May,Thursday,35-44
519,1/23/2023,CUST519,Female,36,Electronics,4,30,120,January,Monday,35-44
520,12/29/2023,CUST520,Female,49,Electronics,4,25,100,December,Friday,45-54
521,8/12/2023,CUST521,Female,47,Clothing,4,30,120,August,Saturday,45-54
522,1/1/2023,CUST522,Male,46,Beauty,3,500,1500,January,Sunday,45-54
523,9/24/2023,CUST523,Female,62,Electronics,1,300,300,September,Sunday,55-64
524,10/3/2023,CUST524,Male,46,Beauty,4,300,1200,October,Tuesday,45-54
525,12/18/2023,CUST525,Female,47,Beauty,2,25,50,December,Monday,45-54
526,12/10/2023,CUST526,Male,33,Clothing,2,50,100,December,Sunday,25-34
527,4/11/2023,CUST527,Male,57,Clothing,2,25,50,April,Tuesday,55-64
528,7/6/2023,CUST528,Female,36,Clothing,2,30,60,July,Thursday,35-44
529,8/9/2023,CUST529,Female,35,Clothing,3,50,150,August,Wednesday,35-44
530,2/5/2023,CUST530,Female,18,Electronics,4,30,120,February,Sunday,18-24
531,12/7/2023,CUST531,Male,31,Electronics,1,500,500,December,Thursday,25-34
532,6/19/2023,CUST532,Female,64,Clothing,4,30,120,June,Monday,55-64
533,11/16/2023,CUST533,Male,19,Electronics,3,500,1500,November,Thursday,18-24
534,6/10/2023,CUST534,Male,45,Clothing,2,500,1000,June,Saturday,45-54
535,12/6/2023,CUST535,Male,47,Beauty,3,30,90,December,Wednesday,45-54
536,3/5/2023,CUST536,Female,55,Beauty,4,30,120,March,Sunday,55-64
537,6/3/2023,CUST537,Female,21,Beauty,1,500,500,June,Saturday,18-24
538,9/17/2023,CUST538,Male,18,Clothing,3,50,150,September,Sunday,18-24
539,6/8/2023,CUST539,Male,25,Beauty,1,500,500,June,Thursday,25-34
540,12/8/2023,CUST540,Female,46,Electronics,3,300,900,December,Friday,45-54
541,7/29/2023,CUST541,Male,56,Beauty,1,500,500,July,Saturday,55-64
542,6/17/2023,CUST542,Female,20,Beauty,1,50,50,June,Saturday,18-24
543,7/26/2023,CUST543,Male,49,Beauty,2,300,600,July,Wednesday,45-54
544,12/23/2023,CUST544,Female,27,Electronics,1,25,25,December,Saturday,25-34
545,6/1/2023,CUST545,Male,27,Clothing,2,25,50,June,Thursday,25-34
546,10/11/2023,CUST546,Female,36,Electronics,4,50,200,October,Wednesday,35-44
547,3/7/2023,CUST547,Male,63,Clothing,4,500,2000,March,Tuesday,55-64
548,4/9/2023,CUST548,Female,51,Clothing,2,30,60,April,Sunday,45-54
549,8/4/2023,CUST549,Female,50,Beauty,2,50,100,August,Friday,45-54
550,12/7/2023,CUST550,Male,40,Clothing,3,300,900,December,Thursday,35-44
551,7/14/2023,CUST551,Male,45,Electronics,3,300,900,July,Friday,45-54
552,12/13/2023,CUST552,Female,49,Electronics,3,25,75,December,Wednesday,45-54
553,3/31/2023,CUST553,Male,24,Clothing,4,300,1200,March,Friday,18-24
554,11/12/2023,CUST554,Female,46,Beauty,3,50,150,November,Sunday,45-54
555,10/19/2023,CUST555,Male,25,Beauty,1,300,300,October,Thursday,25-34
556,6/4/2023,CUST556,Female,18,Electronics,1,50,50,June,Sunday,18-24
557,7/27/2023,CUST557,Female,20,Beauty,3,30,90,July,Thursday,18-24
558,10/8/2023,CUST558,Female,41,Clothing,1,25,25,October,Sunday,35-44
559,1/1/2023,CUST559,Female,40,Clothing,4,300,1200,January,Sunday,35-44
560,6/5/2023,CUST560,Female,25,Electronics,1,50,50,June,Monday,25-34
561,5/27/2023,CUST561,Female,64,Clothing,4,500,2000,May,Saturday,55-64
562,4/18/2023,CUST562,Male,54,Electronics,2,25,50,April,Tuesday,45-54
563,8/9/2023,CUST563,Male,20,Clothing,2,30,60,August,Wednesday,18-24
564,10/24/2023,CUST564,Male,50,Electronics,2,50,100,October,Tuesday,45-54
565,11/7/2023,CUST565,Female,45,Beauty,2,30,60,November,Tuesday,45-54
566,12/2/2023,CUST566,Female,64,Clothing,1,30,30,December,Saturday,55-64
567,6/14/2023,CUST567,Female,25,Clothing,3,300,900,June,Wednesday,25-34
568,8/27/2023,CUST568,Female,51,Electronics,1,300,300,August,Sunday,45-54
569,8/15/2023,CUST569,Male,52,Electronics,4,50,200,August,Tuesday,45-54
570,8/15/2023,CUST570,Male,49,Clothing,1,500,500,August,Tuesday,45-54
571,12/12/2023,CUST571,Female,41,Electronics,1,50,50,December,Tuesday,35-44
572,4/20/2023,CUST572,Male,31,Clothing,4,500,2000,April,Thursday,25-34
573,9/19/2023,CUST573,Male,49,Beauty,2,30,60,September,Tuesday,45-54
574,8/31/2023,CUST574,Female,63,Electronics,2,25,50,August,Thursday,55-64
575,3/28/2023,CUST575,Male,60,Clothing,2,50,100,March,Tuesday,55-64
576,12/4/2023,CUST576,Female,33,Beauty,3,50,150,December,Monday,25-34
577,2/13/2023,CUST577,Male,21,Beauty,4,500,2000,February,Monday,18-24
578,5/26/2023,CUST578,Female,54,Clothing,4,30,120,May,Friday,45-54
579,9/21/2023,CUST579,Female,38,Electronics,1,30,30,September,Thursday,35-44
580,12/6/2023,CUST580,Female,31,Clothing,3,500,1500,December,Wednesday,25-34
581,11/21/2023,CUST581,Female,48,Beauty,2,30,60,November,Tuesday,45-54
582,11/14/2023,CUST582,Male,35,Clothing,3,300,900,November,Tuesday,35-44
583,6/21/2023,CUST583,Female,24,Electronics,4,25,100,June,Wednesday,18-24
584,2/17/2023,CUST584,Female,27,Beauty,4,50,200,February,Friday,25-34
585,5/1/2023,CUST585,Female,24,Clothing,1,25,25,May,Monday,18-24
586,12/11/2023,CUST586,Male,50,Electronics,1,50,50,December,Monday,45-54
587,6/8/2023,CUST587,Female,40,Beauty,4,300,1200,June,Thursday,35-44
588,4/26/2023,CUST588,Male,38,Electronics,2,30,60,April,Wednesday,35-44
589,4/12/2023,CUST589,Female,36,Beauty,2,500,1000,April,Wednesday,35-44
590,3/17/2023,CUST590,Male,36,Clothing,3,300,900,March,Friday,35-44
591,1/13/2023,CUST591,Male,53,Electronics,4,25,100,January,Friday,45-54
592,1/24/2023,CUST592,Female,46,Beauty,4,500,2000,January,Tuesday,45-54
593,5/6/2023,CUST593,Male,35,Electronics,2,30,60,May,Saturday,35-44
594,9/1/2023,CUST594,Female,19,Electronics,2,300,600,September,Friday,18-24
595,11/9/2023,CUST595,Female,18,Clothing,4,500,2000,November,Thursday,18-24
596,2/7/2023,CUST596,Female,64,Electronics,1,300,300,February,Tuesday,55-64
597,8/22/2023,CUST597,Male,22,Beauty,4,300,1200,August,Tuesday,18-24
598,8/1/2023,CUST598,Male,37,Beauty,4,30,120,August,Tuesday,35-44
599,11/19/2023,CUST599,Female,28,Beauty,2,50,100,November,Sunday,25-34
600,10/22/2023,CUST600,Female,59,Beauty,2,500,1000,October,Sunday,55-64
601,4/10/2023,CUST601,Male,19,Clothing,1,30,30,April,Monday,18-24
602,12/23/2023,CUST602,Female,20,Electronics,1,300,300,December,Saturday,18-24
603,7/16/2023,CUST603,Female,40,Clothing,3,30,90,July,Sunday,35-44
604,9/11/2023,CUST604,Female,29,Electronics,4,50,200,September,Monday,25-34
605,7/24/2023,CUST605,Male,37,Electronics,2,500,1000,July,Monday,35-44
606,5/5/2023,CUST606,Male,22,Electronics,1,50,50,May,Friday,18-24
607,3/17/2023,CUST607,Male,54,Clothing,3,25,75,March,Friday,45-54
608,12/2/2023,CUST608,Female,55,Electronics,3,500,1500,December,Saturday,55-64
609,12/19/2023,CUST609,Female,47,Clothing,2,50,100,December,Tuesday,45-54
610,1/3/2023,CUST610,Female,26,Beauty,2,300,600,January,Tuesday,25-34
611,2/24/2023,CUST611,Male,51,Beauty,3,500,1500,February,Friday,45-54
612,8/6/2023,CUST612,Female,61,Electronics,1,500,500,August,Sunday,55-64
613,4/23/2023,CUST613,Female,52,Clothing,3,30,90,April,Sunday,45-54
614,4/1/2023,CUST614,Female,39,Beauty,4,300,1200,April,Saturday,35-44
615,12/23/2023,CUST615,Female,61,Clothing,4,25,100,December,Saturday,55-64
616,9/23/2023,CUST616,Male,41,Clothing,2,50,100,September,Saturday,35-44
617,8/26/2023,CUST617,Male,34,Electronics,1,30,30,August,Saturday,25-34
618,1/26/2023,CUST618,Female,27,Beauty,1,50,50,January,Thursday,25-34
619,10/13/2023,CUST619,Male,47,Electronics,4,25,100,October,Friday,45-54
620,5/8/2023,CUST620,Male,63,Electronics,3,25,75,May,Monday,55-64
621,3/4/2023,CUST621,Female,40,Beauty,2,500,1000,March,Saturday,35-44
622,8/22/2023,CUST622,Female,49,Beauty,3,25,75,August,Tuesday,45-54
623,3/10/2023,CUST623,Male,34,Clothing,3,50,150,March,Friday,25-34
624,8/26/2023,CUST624,Female,34,Beauty,3,300,900,August,Saturday,25-34
625,12/8/2023,CUST625,Male,31,Clothing,1,300,300,December,Friday,25-34
626,9/29/2023,CUST626,Female,26,Clothing,4,500,2000,September,Friday,25-34
627,10/14/2023,CUST627,Male,57,Clothing,1,50,50,October,Saturday,55-64
628,11/1/2023,CUST628,Female,19,Beauty,4,50,200,November,Wednesday,18-24
629,6/12/2023,CUST629,Male,62,Electronics,2,25,50,June,Monday,55-64
630,8/15/2023,CUST630,Male,42,Clothing,2,50,100,August,Tuesday,35-44
631,11/10/2023,CUST631,Male,56,Electronics,3,30,90,November,Friday,55-64
632,9/16/2023,CUST632,Female,26,Electronics,4,25,100,September,Saturday,25-34
633,8/7/2023,CUST633,Male,39,Beauty,4,30,120,August,Monday,35-44
634,10/8/2023,CUST634,Male,60,Electronics,4,500,2000,October,Sunday,55-64
635,8/17/2023,CUST635,Female,63,Electronics,3,300,900,August,Thursday,55-64
636,3/23/2023,CUST636,Female,21,Beauty,3,500,1500,March,Thursday,18-24
637,9/1/2023,CUST637,Male,43,Clothing,2,300,600,September,Friday,35-44
638,8/19/2023,CUST638,Male,46,Electronics,1,500,500,August,Saturday,45-54
639,5/13/2023,CUST639,Female,62,Beauty,4,50,200,May,Saturday,55-64
640,5/7/2023,CUST640,Female,51,Electronics,4,30,120,May,Sunday,45-54
641,11/23/2023,CUST641,Female,40,Electronics,1,300,300,November,Thursday,35-44
642,5/22/2023,CUST642,Female,54,Clothing,4,25,100,May,Monday,45-54
643,9/24/2023,CUST643,Female,28,Electronics,3,30,90,September,Sunday,25-34
644,9/6/2023,CUST644,Male,23,Beauty,3,25,75,September,Wednesday,18-24
645,11/17/2023,CUST645,Female,35,Electronics,4,30,120,November,Friday,35-44
646,5/3/2023,CUST646,Male,38,Clothing,3,30,90,May,Wednesday,35-44
647,5/21/2023,CUST647,Male,59,Clothing,3,500,1500,May,Sunday,55-64
648,8/14/2023,CUST648,Male,53,Beauty,4,300,1200,August,Monday,45-54
649,2/9/2023,CUST649,Female,58,Clothing,2,300,600,February,Thursday,55-64
650,1/1/2024,CUST650,Male,55,Electronics,1,30,30,January,Monday,55-64
651,5/27/2023,CUST651,Male,51,Clothing,3,50,150,May,Saturday,45-54
652,5/1/2023,CUST652,Female,34,Beauty,2,50,100,May,Monday,25-34
653,5/20/2023,CUST653,Male,54,Clothing,3,25,75,May,Saturday,45-54
654,6/21/2023,CUST654,Male,42,Clothing,3,25,75,June,Wednesday,35-44
655,6/13/2023,CUST655,Female,55,Clothing,1,500,500,June,Tuesday,55-64
656,10/4/2023,CUST656,Male,29,Beauty,3,30,90,October,Wednesday,25-34
657,2/11/2023,CUST657,Male,40,Clothing,1,25,25,February,Saturday,35-44
658,3/12/2023,CUST658,Male,59,Clothing,1,25,25,March,Sunday,55-64
659,3/19/2023,CUST659,Female,39,Electronics,1,30,30,March,Sunday,35-44
660,4/29/2023,CUST660,Female,38,Beauty,2,500,1000,April,Saturday,35-44
661,7/16/2023,CUST661,Female,44,Clothing,4,25,100,July,Sunday,35-44
662,12/22/2023,CUST662,Male,48,Beauty,2,500,1000,December,Friday,45-54
663,3/20/2023,CUST663,Male,23,Clothing,4,300,1200,March,Monday,18-24
664,12/28/2023,CUST664,Female,44,Clothing,4,500,2000,December,Thursday,35-44
665,4/20/2023,CUST665,Male,57,Clothing,1,50,50,April,Thursday,55-64
666,2/2/2023,CUST666,Male,51,Electronics,3,50,150,February,Thursday,45-54
667,8/1/2023,CUST667,Female,29,Electronics,1,500,500,August,Tuesday,25-34
668,7/28/2023,CUST668,Female,62,Electronics,3,50,150,July,Friday,55-64
669,6/19/2023,CUST669,Male,24,Beauty,4,300,1200,June,Monday,18-24
670,10/5/2023,CUST670,Male,27,Beauty,1,30,30,October,Thursday,25-34
671,8/27/2023,CUST671,Male,62,Electronics,3,50,150,August,Sunday,55-64
672,8/1/2023,CUST672,Female,34,Beauty,2,50,100,August,Tuesday,25-34
673,2/1/2023,CUST673,Female,43,Clothing,3,500,1500,February,Wednesday,35-44
674,4/16/2023,CUST674,Female,38,Clothing,1,300,300,April,Sunday,35-44
675,8/4/2023,CUST675,Female,45,Clothing,2,30,60,August,Friday,45-54
676,7/19/2023,CUST676,Male,63,Electronics,3,500,1500,July,Wednesday,55-64
677,10/27/2023,CUST677,Female,19,Beauty,3,500,1500,October,Friday,18-24
678,12/23/2023,CUST678,Female,60,Electronics,3,300,900,December,Saturday,55-64
679,1/11/2023,CUST679,Female,18,Beauty,3,30,90,January,Wednesday,18-24
680,10/22/2023,CUST680,Female,53,Clothing,3,300,900,October,Sunday,45-54
681,7/14/2023,CUST681,Female,43,Electronics,2,30,60,July,Friday,35-44
682,9/2/2023,CUST682,Male,46,Beauty,4,300,1200,September,Saturday,45-54
683,1/4/2023,CUST683,Male,38,Beauty,2,500,1000,January,Wednesday,35-44
684,6/30/2023,CUST684,Female,28,Clothing,2,500,1000,June,Friday,25-34
685,6/2/2023,CUST685,Male,57,Electronics,2,25,50,June,Friday,55-64
686,7/19/2023,CUST686,Female,28,Electronics,4,50,200,July,Wednesday,25-34
687,8/3/2023,CUST687,Female,53,Electronics,1,300,300,August,Thursday,45-54
688,10/3/2023,CUST688,Male,56,Clothing,4,25,100,October,Tuesday,55-64
689,10/7/2023,CUST689,Male,57,Electronics,2,50,100,October,Saturday,55-64
690,11/5/2023,CUST690,Female,52,Clothing,3,300,900,November,Sunday,45-54
691,4/23/2023,CUST691,Female,51,Clothing,3,30,90,April,Sunday,45-54
692,9/7/2023,CUST692,Female,64,Clothing,2,50,100,September,Thursday,55-64
693,4/23/2023,CUST693,Male,41,Beauty,3,500,1500,April,Sunday,35-44
694,5/20/2023,CUST694,Female,39,Electronics,2,25,50,May,Saturday,35-44
695,8/12/2023,CUST695,Female,22,Electronics,3,50,150,August,Saturday,18-24
696,9/6/2023,CUST696,Female,50,Clothing,4,50,200,September,Wednesday,45-54
697,1/15/2023,CUST697,Male,53,Clothing,1,500,500,January,Sunday,45-54
698,7/19/2023,CUST698,Female,64,Electronics,1,300,300,July,Wednesday,55-64
699,6/22/2023,CUST699,Female,37,Clothing,4,30,120,June,Thursday,35-44
700,12/9/2023,CUST700,Male,36,Electronics,4,500,2000,December,Saturday,35-44
701,12/14/2023,CUST701,Female,52,Beauty,2,30,60,December,Thursday,45-54
702,7/27/2023,CUST702,Female,60,Clothing,2,300,600,July,Thursday,55-64
703,3/26/2023,CUST703,Male,34,Electronics,2,50,100,March,Sunday,25-34
704,8/28/2023,CUST704,Female,62,Clothing,3,30,90,August,Monday,55-64
705,3/7/2023,CUST705,Male,60,Electronics,2,25,50,March,Tuesday,55-64
706,11/15/2023,CUST706,Male,51,Electronics,4,25,100,November,Wednesday,45-54
707,10/1/2023,CUST707,Female,26,Clothing,1,500,500,October,Sunday,25-34
708,1/14/2023,CUST708,Female,43,Beauty,3,300,900,January,Saturday,35-44
709,7/21/2023,CUST709,Female,19,Electronics,2,500,1000,July,Friday,18-24
710,10/31/2023,CUST710,Female,26,Electronics,3,500,1500,October,Tuesday,25-34
711,10/16/2023,CUST711,Male,26,Electronics,3,500,1500,October,Monday,25-34
712,12/6/2023,CUST712,Female,57,Beauty,2,25,50,December,Wednesday,55-64
713,1/14/2023,CUST713,Male,34,Beauty,3,25,75,January,Saturday,25-34
714,2/12/2023,CUST714,Female,18,Clothing,1,500,500,February,Sunday,18-24
715,11/26/2023,CUST715,Female,42,Beauty,4,25,100,November,Sunday,35-44
716,8/8/2023,CUST716,Female,60,Clothing,4,300,1200,August,Tuesday,55-64
717,3/11/2023,CUST717,Male,57,Clothing,1,500,500,March,Saturday,55-64
718,8/25/2023,CUST718,Female,59,Beauty,3,25,75,August,Friday,55-64
719,4/4/2023,CUST719,Female,42,Clothing,2,30,60,April,Tuesday,35-44
720,1/26/2023,CUST720,Female,56,Beauty,3,500,1500,January,Thursday,55-64
721,5/14/2023,CUST721,Female,52,Clothing,1,500,500,May,Sunday,45-54
722,7/14/2023,CUST722,Male,20,Beauty,3,300,900,July,Friday,18-24
723,6/17/2023,CUST723,Female,54,Beauty,4,50,200,June,Saturday,45-54
724,4/19/2023,CUST724,Male,61,Clothing,3,50,150,April,Wednesday,55-64
725,8/21/2023,CUST725,Male,61,Electronics,1,300,300,August,Monday,55-64
726,6/17/2023,CUST726,Male,47,Clothing,4,300,1200,June,Saturday,45-54
727,6/22/2023,CUST727,Male,55,Beauty,3,300,900,June,Thursday,55-64
728,7/14/2023,CUST728,Male,51,Electronics,3,50,150,July,Friday,45-54
729,5/23/2023,CUST729,Male,29,Clothing,4,300,1200,May,Tuesday,25-34
730,8/4/2023,CUST730,Female,36,Clothing,2,25,50,August,Friday,35-44
731,5/10/2023,CUST731,Male,54,Clothing,4,500,2000,May,Wednesday,45-54
732,2/11/2023,CUST732,Male,61,Electronics,2,500,1000,February,Saturday,55-64
733,8/29/2023,CUST733,Male,34,Beauty,1,30,30,August,Tuesday,25-34
734,1/10/2023,CUST734,Female,27,Clothing,1,30,30,January,Tuesday,25-34
735,10/4/2023,CUST735,Female,64,Clothing,4,500,2000,October,Wednesday,55-64
736,1/27/2023,CUST736,Male,29,Clothing,4,25,100,January,Friday,25-34
737,6/29/2023,CUST737,Female,33,Clothing,1,50,50,June,Thursday,25-34
738,4/25/2023,CUST738,Male,41,Clothing,2,50,100,April,Tuesday,35-44
739,11/29/2023,CUST739,Male,36,Beauty,1,25,25,November,Wednesday,35-44
740,2/5/2023,CUST740,Female,25,Beauty,4,50,200,February,Sunday,25-34
741,11/30/2023,CUST741,Male,48,Clothing,1,300,300,November,Thursday,45-54
742,1/21/2023,CUST742,Female,38,Electronics,4,500,2000,January,Saturday,35-44
743,1/16/2023,CUST743,Female,34,Beauty,4,500,2000,January,Monday,25-34
744,5/7/2023,CUST744,Male,40,Electronics,1,25,25,May,Sunday,35-44
745,4/13/2023,CUST745,Male,54,Beauty,2,50,100,April,Thursday,45-54
746,1/11/2023,CUST746,Female,33,Clothing,3,30,90,January,Wednesday,25-34
747,11/15/2023,CUST747,Male,23,Beauty,1,30,30,November,Wednesday,18-24
748,3/20/2023,CUST748,Male,25,Clothing,3,50,150,March,Monday,25-34
749,5/3/2023,CUST749,Male,42,Beauty,1,30,30,May,Wednesday,35-44
